"","author","status","id"
"151","BorisJohnson","Today I chaired a @UN Security Council session on climate and security.

Together with Sir David Attenborough, I warned of the need to cut global emissions to net zero and help vulnerable countries adapt to climate change.

Read our remarks here: https://t.co/7zlPA9pGJU https://t.co/xmSPFqVpmQ",151
"152","BorisJohnson","I want to thank farmers for keeping the UK fed throughout the pandemic. 

You do incredible work, all day, in all weathers.
 
My full message to the @NFUtweets Conference #NFU21: https://t.co/BYQXUQy8rA https://t.co/I5M0Siyx3v",152
"153","BorisJohnson","Yesterday I set out our four-step roadmap to ease restrictions across England and provide a route back to a more normal way of life.

On Monday 8th March, schools and colleges across England will reopen, and teaching in classrooms can start again. 

➡️ https://t.co/0wMm3UFjLD https://t.co/XGnKnFIxep",153
"154","BorisJohnson","How we will cautiously ease the lockdown restrictions in England. 

You can find more information here: https://t.co/Q6naOuOtTq https://t.co/JolhmaZ2UE",154
"155","BorisJohnson","WATCH LIVE: An update on coronavirus (22 February 2021) https://t.co/QYPbpZqZj9",155
"156","BorisJohnson","WATCH LIVE: My update to the @HouseOfCommons on the government’s roadmap for easing lockdown restrictions in England. https://t.co/IJvvEHpHL1",156
"157","BorisJohnson","Our decisions will be made on the latest data at every step, and we will be cautious about this approach so that we do not undo the progress we have achieved so far and the sacrifices each and every one of you has made to keep yourself and others safe.",157
"158","BorisJohnson","Today I’ll be setting out a roadmap to bring us out of lockdown cautiously. Our priority has always been getting children back into school which we know is crucial for their education and wellbeing. We'll also be prioritising ways for people to reunite with loved ones safely.",158
"159","BorisJohnson","More than 17.5 million people have now had their first dose; that's more than 1 in 3 adults in the UK. 

I want to see the rollout go further and faster in the coming weeks, so we are now aiming to offer a jab to every adult by the end of July.",159
"160","BorisJohnson","The G7 is the great gathering of like-minded, liberal, free-trading democracies. We stand together on many issues around the world. 

I look forward to working closely together ahead of the @G7 summit in Cornwall in June. https://t.co/cQMR5zLxmu",160
"161","BorisJohnson","The vaccine protects you, your loved ones and helps us all defeat the virus.

When you are invited to get the jab, please come forward.

#TakeTheVaccine https://t.co/8X9BFGFKr2",161
"162","BorisJohnson","Excellent trip to Wales yesterday to see the extraordinary efforts of all those involved in our fight against coronavirus.

NHS staff, volunteers, the military and the police have all been working hard to get people through the pandemic. https://t.co/R1Nl33X5PG",162
"163","BorisJohnson","It was great to take questions from Horizon Community College's Year 11 maths class last week.
 
Thank you to all the efforts of teachers and students across the country for keeping learning going virtually. https://t.co/dxgiqd0Q0B",163
"164","BorisJohnson","New charges against Aung San Suu Kyi fabricated by the Myanmar military are a clear violation of her human rights. We stand with the people of Myanmar and will ensure those responsible for this coup are held to account.",164
"165","BorisJohnson","Freedom of speech is at the very core of our democracy. It is absolutely right that our great universities – the historic centres of free thinking and ideas – will now have this freedom protected and bolstered with stronger legal protections. 

https://t.co/TrfFN47u3a",165
"166","BorisJohnson","We recognise the impact this pandemic is having on everyone’s wellbeing and we are working with our Youth Mental Health Ambassador @DrAlexGeorge on this important issue.

If you need support, the NHS is here for you: https://t.co/tHBIQW32xB https://t.co/7Z8StItLCi",166
"167","BorisJohnson","Those who serve in our Armed Forces deserve every recognition for their service. It was a very great injustice that this was denied to some members simply because of their sexuality. I hugely welcome the fact we can now address this historic wrong. https://t.co/JRfC1TeJhQ",167
"168","BorisJohnson","If you get a message to come forward to get a jab please do.
 
If you are over 70 and haven't had your first jab yet, speak to your GP, book a slot online, or call 119.

https://t.co/HFdDcrX3l4 https://t.co/lWzksJ76UP",168
"169","BorisJohnson","Great news Jaguar Land Rover is set to become an all-electric brand by 2025, a significant step towards becoming a net zero business by 2039. A brilliant example of British engineering leading the industry to a cleaner future, as we build back greener.

https://t.co/iDATPQ7zJv",169
"170","BorisJohnson","WATCH LIVE: An update on coronavirus (15 February 2021) https://t.co/sh1Ou7dpTn",170
"171","BorisJohnson","Great to meet the fantastic NHS staff at Orpington Health and Wellbeing Centre earlier today, who are working incredibly hard to get South East London vaccinated.
 
We’re committed to working with communities across the UK to ensure everyone can get the protection they need. https://t.co/rzeyLaysyj",171
"172","BorisJohnson","Today we start the next phase of our vaccination programme, with people aged 65-69 and the clinically vulnerable now being offered the jab. 

If you are over 70 and haven't had your first jab yet, speak to your GP, book a slot online, or call 119.

https://t.co/HFdDcrX3l4",172
"173","BorisJohnson","We have vaccinated over 15 million people. This is an incredible UK-wide achievement. 

Thank you to the scientists, factory workers, delivery drivers, NHS staff, volunteers and many more who made this astounding feat possible. https://t.co/YOCFAywROA",173
"174","BorisJohnson","Today we have reached a significant milestone in the United Kingdom’s national vaccination programme. 

This country has achieved an extraordinary feat - administering a total of 15 million jabs into the arms of some of the most vulnerable people in the country. https://t.co/wPKCXPT8Td",174
"175","BorisJohnson","Fantastic to be back in the North East of England yesterday, meeting scientists and manufacturers leading the response to COVID-19.

As we come out of this difficult time, the North East will be at the very heart of our plans to build back better and greener. https://t.co/JGFNoYxuay",175
"176","BorisJohnson","Fantastic that over 14.5 million people have now had the first dose of the vaccine. 

If you are 70 or older and have not had your first jab yet, please contact the NHS online, call 119 or speak to your local GP. 

https://t.co/qYO6Jspf9E https://t.co/gQ5nxkqCnt",176
"177","BorisJohnson","Congratulations to Mario Draghi on being sworn in as Italy's new Prime Minister. I look forward to working closely with you in 2021 as we host the @G7, you host the @G20org and we co-host @COP26.",177
"178","BorisJohnson","An update from me at the end of a week in which we've seen huge numbers of people getting their jab. Over 14 million people have now got the first dose – an incredible national effort. Thank you to everyone involved. https://t.co/Z5R8qr6ZrK",178
"179","BorisJohnson","Over 14 million people have now had their first vaccine dose.

We want everyone eligible to get their jab as quickly as possible.

If you're 70 or older and haven't had your first jab yet, please contact the NHS online, call 119 or speak to your local GP.

https://t.co/qYO6Jspf9E https://t.co/i0rm2LTqfL",179
"180","BorisJohnson","Thank you to the NHS workers, Armed Forces personnel and volunteers in Wales who have helped ensure that everyone in priority groups 1-4 has been offered a vaccination.

Every jab across the United Kingdom helps protect the vulnerable. 🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿

https://t.co/Ea27BBLlaI",180
"181","BorisJohnson","Happy Chinese New Year! I want to wish everyone celebrating in the UK and around the world happiness and good fortune in the Year of the Ox.
 
春节快乐！祝所有在英国和全球各地欢度新春佳节的朋友们牛年大吉，好运连连。

#ChineseNewYear #LunarNewYear #YearOfTheOx https://t.co/cgSrbQBl6r",181
"182","BorisJohnson","Over 13.5 million people have now had a first dose but there are still eligible people who haven't taken up a jab. 

If you are 70 or older and not had your first jab yet, please contact the NHS online, call 119 or speak to your local GP.

https://t.co/qYO6Jspf9E https://t.co/RgkrjlPF3G",182
"183","BorisJohnson","Great to speak to Dr @aimafidon and the future generation of scientists @Stemettes about how we can inspire girls to pursue careers in science and give them the best opportunities to shape our world. 

#InternationalDayOfWomenAndGirlsInScience #WomenInScience https://t.co/a9pefCxbo3",183
"184","BorisJohnson","Over 13 million people have received their first vaccine dose, but there are eligible people across the country who haven’t yet taken up their offer.

Please go online, get someone to help you or simply pick up the phone and call 119. 

https://t.co/HFdDcrX3l4 https://t.co/kxhJC6Zepq",184
"185","BorisJohnson","WATCH LIVE: An update on coronavirus (10 February 2021) https://t.co/uLOJAwRhtM",185
"186","BorisJohnson","We are now averaging 2.5 million doses a week. Yesterday, 352,480 more people got their first dose and we're on track to offer 15 million people across the UK their first dose by 15 February. https://t.co/Js8atTcICT",186
"187","BorisJohnson","I want to thank carers for all they've done throughout the pandemic to protect our loved ones. We would be truly lost without you.
 
This exceptional career choice is tough but rewarding. I urge anyone thinking of a career in care to come forward and join this heroic workforce. https://t.co/pqBsSExd3J",187
"188","BorisJohnson","Today I saw the amazing job people in Derby are doing on testing and vaccinations.
 
20 million rapid lateral flow tests are being made at @Surescreen, and @derby_arena vaccination centre is going gangbusters and has already vaccinated groups 1-4. https://t.co/tSOw9sVr5L",188
"189","BorisJohnson","Almost 12.3 million people have had their first vaccine dose, a superb effort by everyone involved.

If you are 70 or older, living in England and have not had your first vaccine jab yet, please contact the NHS. This can be done online or by dialling 119.

https://t.co/HFdDcrX3l4 https://t.co/R19boJs8qV",189
"190","BorisJohnson","Apprenticeships unlock opportunities, and we're expanding them so more people have the chance to get life-changing training. 

On #NationalApprenticeshipWeek thank you to all our brilliant apprentices and the countless employers who take them on.

#NAW2021 https://t.co/61bLXH2el2",190
"191","BorisJohnson","My thoughts are with the people of India and rescue workers in Uttarakhand as they respond to devastating flooding from the glacier collapse. The UK stands in solidarity with India and is ready to offer any support needed.",191
"192","BorisJohnson","Yesterday over 549,000 people got their first vaccine dose, which now means over 12 million people across the UK have been vaccinated. https://t.co/dlVkKYtEpT",192
"193","BorisJohnson","Six Nations rugby at its best today. Passion, pride - and the best team on the day winning. Well done Scotland.",193
"194","BorisJohnson","Nearly 11 and a half million people across the UK have now received their first dose of the vaccine. Thank you to everyone who is contributing to this amazing national effort. https://t.co/MpRlq5cKk2",194
"195","BorisJohnson","To @jacindaardern, all our friends in New Zealand and the Kiwis here in the UK, I send my warmest wishes as you mark Waitangi Day.

I am proud of our enduring friendship and our ongoing work to build back better from Covid-19 and make the world a greener, more prosperous place.",195
"196","BorisJohnson","A quick update from me on where we are. Some encouraging progress this week, but we’re not there yet. This weekend please stay at home to protect the NHS and save lives. https://t.co/oyOwwfyadB",196
"197","BorisJohnson","Yesterday over 480,000 people got their first vaccine dose, which now means almost 11 million people across the UK have been vaccinated. https://t.co/rzVIXGmfsk",197
"198","BorisJohnson","This year’s #HIVTestWeek has been a record-breaker – over 22,000 tests requested so far, many testing for the first time.

Thanks to @THTorguk for an excellent campaign.

Know your HIV status. Order a test.

https://t.co/rkFrOM4rvy",198
"199","BorisJohnson","Dairy Milk has been a firm favourite for generations, so it's fantastic to see this Great British brand making more chocolate bars in its historic Birmingham home. 

@CadburyUK 

https://t.co/vMVxZtF2IB",199
"200","BorisJohnson","One in five adults in the UK has now received a first dose of the vaccine. 

Every jab gets us closer to defeating the virus, so please come forward when you are called for the vaccine by the NHS. https://t.co/1hzX4PlbIA",200
"201","AOC","🥳💜🌎 https://t.co/Szj5VR1gL8",201
"202","AOC","Truth-telling and full acknowledgment of injustice can be one of the most important steps towards healing.

Acknowledging the Armenian genocide is long overdue, and I hope this day brings some degree of peace to impacted families and communities as we move forward together. https://t.co/2HCRViIRqi",202
"203","AOC","The way they started this Drag Race finale 🤯",203
"204","AOC","Yes!

And as we continue the fight for #MedicareForAll nationally, did you know that progressives established a key step for M4A here at home &amp; across NYC?

It’s true! Guaranteed healthcare is now available to uninsured NYC residents. It’s called NYC Care: https://t.co/NKdm34AnfV https://t.co/sEhMQ6uQBA",204
"205","AOC","NYC! There is now NO appointment necessary for you to get your COVID vaccine at city-run sites! 💉 

Just walk in - see locations in @MarkLevineNYC’s thread below 🤗 https://t.co/fFvbWs98Iz",205
"206","AOC","I’m glad you like it @chelliepingree! Happy Earth Day 🌎 🌱 https://t.co/xCnojzcYct",206
"207","AOC","@jangelooff I held my breath",207
"208","AOC","That a family had to lose a son, brother and father; that a teenage girl had to film and post a murder, that millions across the country had to organize and march just for George Floyd to be seen and valued is not justice.

And this verdict is not a substitute for policy change. https://t.co/tiDkhl9Dk4",208
"209","AOC","It’s Green New Deal week!👷🏽‍♂️🌎

This week we’re highlighting:
✅ Green New Deal reintro tomorrow w/ new Congressional cosponsors
✅ GND for Cities w/@CoriBush 
✅ GND for Public Housing w/@SenSanders
✅ Civilian Climate Corps w/@EdMarkey
✅ Ag Resilience w/@chelliepingree

&amp; more https://t.co/JUfYyRBaBb",209
"210","AOC","Today we reintroduced the Green New Deal for Public Housing, which will create up to a quarter million US jobs modernizing our public housing stock.

Hear about it from La Keesha Taylor &amp; Jasmin Sanchez, two NYCHA residents who helped me draft the bill. ⬇️
https://t.co/N2pMuhJVtu",210
"211","AOC","Ever wonder what a Representative does in a week, anyway?

Here’s what I‘ve been up to since Monday ⬇️ https://t.co/jBV73soH7w",211
"212","AOC","This is a testament to the power that people’s movements, community advocates, &amp; progressive coalitions  have built.

Thankful for that and the Biden admin’s decision to respond to organizers today.

Now let’s get these families to their new homes here in the United States. 💜 https://t.co/uPpzVMpUS8",212
"213","AOC","Completely and utterly unacceptable. Biden promised to welcome immigrants, and people voted for him based on that promise.

Upholding the xenophobic and racist policies of the Trump admin, incl the historically low + plummeted refugee cap, is flat out wrong.

Keep your promise. https://t.co/A82xYf1XpR",213
"214","AOC","Our latest project: pilot projects to get fee-free ATMs, check cashing, and wire transfers at the Post Office 📬 

Because it’s ridiculous to get price gouged for accessing your *own* money!

Shout out to @SenGillibrand, @BillPascrell, &amp; @RepMarcyKaptur for helping lead on this https://t.co/sLyE4GHQ53",214
"215","AOC","The calls work, folks ➡️ ☎️ #PROAct https://t.co/uS87tp0sx6",215
"216","AOC","The prosecutor did not “make an error.” He lied.

He lied about the police killing a child.

Ending this isn’t just about consequences for who pulls the trigger. It’s about admitting to and confronting an entire system that exists to protect, defend, and cover up state violence. https://t.co/pKkb8PMchR",216
"217","AOC","Cameras, chokehold bans, “retraining” funds, and similar reform measures do not ultimately solve what is a systemic problem.

That system will find a way - killings happen on camera, people are killed in other ways, retraining grows $ while often substituting for deeper measures.",217
"218","AOC","Daunte Wright’s killing was not a random, disconnected “accident” - it was the repeated outcome of an indefensible system that grants impunity for state violence, rewards it w/ endlessly growing budgets at the cost of community investment, &amp; targets those who question that order.",218
"219","AOC","Update: Just heard from @SenSchumer that over *1 MILLION* calls were made today to our funeral assistance program.

FEMA has shored up support for these 1st few days. Thank you ALL for getting the word out &amp; to the community activists that made this happen.

Hotline: 844-684-6333 https://t.co/QZEi9WEBve",219
"220","AOC","@CaanhInc Both! Originally it was just for 2020, but we were able to extend the program through 2022 in the latest COVID package / American Rescue Plan.",220
"221","AOC","Come for the instructions, stay for the Spanglish 🇺🇸🇵🇷 https://t.co/jjTZJ1DkZL",221
"222","AOC","Some addt’l info:

- Death certificate must list COVID as primary or contributing cause. If COVID wasn’t listed for your loved one (as many were early on), you can have the cert amended by the hospital

- Documented people can apply for lost loved ones who were undocumented",222
"223","AOC","It’s taken a lot of work, but I’m proud to announce that FEMA is launching our funeral assistance program.

Starting TODAY people can apply for up to $9k in COVID funeral reimbursements. Universal program.

The hotline # is 844-684-6333. Please share w/ those who could use it. https://t.co/13TsEBriZ5",223
"224","AOC","Happy birthday @JamaalBowmanNY! 🥳

From Bronx school principal to Congressman for NY-16, you make our borough proud! https://t.co/g5BdHlBjXb",224
"225","AOC","A reminder that your resignation is 84 days past due. At least.",225
"226","AOC","Maybe Mexico shouldn’t let YOU in the next time you try to run away from your job to sip umbrella drinks in Cancún.",226
"227","AOC","Ted, this is pretty rich coming from someone who fled their own home (and responsibilities) during an environmental crisis to cross the border and seek refuge in Mexico.

Also you funded cages, expanded cages, and yet you’re complaining about cages. You have no policy, just puff. https://t.co/0MI8oU0EtQ",227
"228","AOC","In the long term, we need to address US immigration policy that drives parents to make the devastating choice to send their child alone to flee violence bc together they have less of a shot. Lots more. Also foreign policy, climate, etc.

Here’s a roadmap:
https://t.co/ppny4GDpRq",228
"229","AOC","So do we do?

If facilities are your #1 concern, short term we need to shift Congress’ knee-jerk addiction to funding carceral facilities (ICE/CBP) to expansion of ORR (office of refugee resettlement) and HHS (health and human services).

But that’s not a long term solution.",229
"230","AOC","Fact is a lot of the politicians crying right now don’t work to solve either.

They vote to grow ICE + CBP cages and they do everything to avoid addressing the root: US foreign policy and interventionism that destabilizes regions, the climate crisis, and unjust economic policy.",230
"231","AOC","Politicians and pundits who are pretending to care about the border now but have continuously voted to expand these cages can sit down.

You might be new to this, but we’re true to this.

Short-term issue is facilities. Long-term issue is destabilization that’s driving migration.",231
"232","AOC","For all the new tears GOP have about the border, what are their policy solutions? A Muslim ban, racist policy, shutting down the border, &amp; more cages.

If you don’t want children in cages, then you need to stop upholding CBP, ICE, and the military as the solution to this crisis.",232
"233","AOC","For all those who are brand new to this &amp; only care about cages on a partisan basis, catch up: we‘ve been fighting our own party on immigration for a long time.

This is the result of Congress endlessly dumping money into CBP/ICE cages vs humane policy
https://t.co/Uv68zrk8Fy",233
"234","AOC","A politician’s strength isn’t based on a trip. It’s based on their policy and voting RECORD.

And the fact is a LOT of Ted Cruz types who are now going down to meet refugee children in boats outfitted w/ machine guns are the ones who helped create this problem in the first place.",234
"235","AOC","A lot of people who are just now suddenly horrified at the dehumanizing conditions at our border are the same folks who dehumanize immigrants + helped build these cages in the 1st place.

When we tried to stop this infrastructure over a year ago,we were overruled by BOTH parties. https://t.co/XRt7mKtFq1",235
"236","AOC","@kathrynw5 How sure are you it was one of them 👀 https://t.co/0oQo3An91A",236
"237","AOC","If you respond with a request for surprise access to a facility it’s always a different story  https://t.co/fKwMFnz1bS",237
"238","AOC","I see the Amazon guy is borrowing the “we invite you for a well in advance, prescheduled tour to show you how great the conditions are” from the ICE and CBP playbook https://t.co/10fzeFrxR4",238
"239","AOC","This is not nearly enough. The important context here is that it’s $2.25T spread out over 10 years.

For context, the COVID package was $1.9T for this year *alone,* with some provisions lasting 2 years.

Needs to be way bigger. https://t.co/eTQ7cxuTzF",239
"240","AOC","Amazon workers in my district organized to meet with me in private last year. They were terrified &amp; sobbing at being left in the dark about COVID exposures on the job + finding out about worksite infections through the grapevine.

This happened in Queens:
https://t.co/2Ehe2uS6Np",240
"241","AOC","A loved one of mine worked Amazon delivery last year &amp; left because that’s how dangerous it felt to them working for a company that also puts so much performance pressure on their workers that defecating in bags is a common enough occurrence that there are internal memos about it https://t.co/SPE21kIFDY",241
"242","AOC","💯% of proceeds on this piece go to @thenyic, a collective of over 200 immigrant and refugee rights groups throughout New York.

I used to see Johanna’s work pasted up during my walks home from restaurant shifts. Her story challenges political convention &amp; her work inspires many.",242
"243","AOC","A project months in the making is finally here: The Artist Series!

Throughout 2021, Team AOC is collaborating w/ movement artists on shop pieces whose proceeds uplift grassroots orgs/causes.

The first: Johanna Toruño + NY Immigration Coalition (@thenyic)
https://t.co/Zvb2eMDFBR https://t.co/WUdN0H0m1M",243
"244","AOC","https://t.co/04jtWrwzo9",244
"245","AOC","This you? https://t.co/HtyJsuj0jW https://t.co/QZpsriA3ph",245
"246","AOC","Eight lives were violently taken last night. AAPI families and communities across the country are living in fear.

Standing up for Asian communities means standing up to racist policy, anti-Asian tropes, &amp; understanding the long history of anti-Asian racism fueling this violence.",246
"247","AOC","Dismantling racist, anti-Asian violence means standing up to white supremacy - the same ideology that asks us to empathize with those who commit racist violence rather than the families destroyed and communities targeted by it.
#StopAsianHate",247
"248","AOC","Oftentimes when you see volunteer sign-ups or donation asks, it’s hard to imagine what happens w/ that.

In our community, your support has helped us pilot this program to connect 100s of kids w/ volunteer tutors.

Now we’re working on toolkits to help others do the same!",248
"249","AOC","Okay, I must celebrate our Team AOC organizers bc their dedication blows me away 😭

Today I completed my final tutoring session through our Homework Helper program &amp; got this.

They make these certificates for all vol tutors+students &amp; built a Roblox school for kids to see them! https://t.co/D7zev6reBM",249
"250","AOC","@cjmoore1122 Yes!",250
"251","AOC","After two accounts of sexual assault, four accounts of harassment, the Attorney General’s investigation finding the Governor’s admin hid nursing home data from the legislature &amp; public, we agree with the 55+ members of the New York State legislature that the Governor must resign. https://t.co/jV5dwtuVPr",251
"252","AOC","It’s time to show you the money! 💸

Just did an IG live to answer your questions on the COVID package. We talked stimulus checks, child checks, UI, funeral reimbursement &amp; more.

Some of you are going to get more money than you think!

See it here:
https://t.co/WRK4Y1NYQX https://t.co/hPOqJs52GC",252
"253","AOC","Every single adult in the US will be eligible for the vaccine starting May 1st.

May 1st! We can do this.

Please get your shot as soon as you can. I can’t wait to have friends and family over, see a show, and experience live music again.

What are you most looking forward to? https://t.co/xH8FcAT9er",253
"254","AOC","This week in Congress:

Dems: Passed $1.9T COVID package to deliver stimulus checks (w/ dependents!), cut child poverty in half, extend $300 UI, prevent cuts in state + local services, largest-ever investment in Native communities, etc

GOP: Took a week to read The Cat in the Hat",254
"255","AOC","@EnadZT Goal is to work like monthly stimulus checks on top of your normal checks (ie you’d get an additional $300 a month). It kicks in 90 days after passage, so 1st child checks will start to kick in around summer. The IRS has some flexibility on rollout and also has $75k/100k phaseout",255
"256","AOC","What questions do you have on the package? Let me know and I’ll see if I can hop on IG live tonight to talk about it ⬇️",256
"257","AOC","Congress just passed the COVID relief bill &amp; it’s heading to Biden’s desk!

What does it mean for you?
- $1400 checks for you AND adult dependents 💸
- On top of that, up to $3600 per child over several payments 🧒🏽
- Cont’d $300 UI for 6 mos
- $10,200 in UI income won’t be taxed",257
"258","AOC","A key part of successful vaccine rollout? Community!

Since COVID hit last year, we’ve worked w/ partners like First Baptist to set up relief &amp; COVID testing.

Our latest work: setting up pop-up vaccine sites w/ trusted partners in under-vaccinated communities. A major success!⛑ https://t.co/SQGZPKMyWn",258
"259","AOC","Trans kids are awesome, incredible, beautiful, and wonderful. Bigotry is not. Republicans need to stop obsessing over other people’s gender identity bc frankly it’s very weird and they’re doing a lot of harm to children who are just trying to be themselves.

 #LetKidsPlay 🏳️‍⚧️💕 https://t.co/469r2l45hf",259
"260","AOC","Imagine having the ganas to go home and ask minimum wage workers to support you after going back on your own documented stance to help crush their biggest chance at a wage hike during their longest drought of wage increases since the law’s very inception. Sin vergüenza.",260
"261","AOC","We have a responsibility to show people in this country what a Democratic majority can do for working people.

That means more generous relief checks, $15 min wage, ending the filibuster to protect our democracy. It’s a once-in-generation shot, and we need to legislate like it.",261
"262","AOC","Conservative Dems have fought so the Biden admin sends fewer &amp; less generous relief checks than the Trump admin did.

It’s a move that makes little-to-no political or economic sense, and targets an element of relief that is most tangibly felt by everyday people. An own-goal. https://t.co/n6j2eEBKXx",262
"263","AOC","The actual crisis is how entire generations are sunk w/inhumane levels of student debt, low incomes, high rent, no guarantee of healthcare &amp; little action on climate change which creates a situation where feeling stable enough to have a kid can feel more like a luxury than a norm https://t.co/zwHDN288GG",263
"264","AOC","Running to ban members of Congress from trading stocks 🏃🏽‍♀️🏃🏽‍♀️🏃🏽‍♀️ 

 We’ll get ‘em next time @CongressmanRaja &amp; @JoeNeguse! https://t.co/r1YbQRihlM",264
"265","AOC","It is utterly embarrassing that “pay people enough to live” is a stance that’s even up for debate.

Override the parliamentarian and raise the wage. McD’s workers in Denmark are paid $22/hr + 6 wks paid vacation. $15/hr is a deep compromise - a big one, considering the phase in.",265
"266","AOC","This endangers the entire country and beyond. We are in a pandemic. We know that COVID spread isn’t neatly contained by state borders, and explosions in COVID cases can increase the likelihood of new COVID variants to develop or spread to new places. It’s dangerous.",266
"267","AOC","93.2% of Texans aren’t fully vaccinated.

The state just endured one disaster worsened by selfishness + denial of basic science, and now conditions are being set for another.

Repealing the mask mandate now endangers so many people, especially essential workers &amp; the vulnerable. https://t.co/3lntlh7zxH",267
"268","AOC","Proud to stand with you, @CoriBush. https://t.co/XknKTqUXNL",268
"269","AOC","Congress needs to allocate enough funds so that internships can be paid. It currently does not. There’s some scant funding there, but it’s not nearly enough to pay for the # of interns that actually work here.

It’s not ok. We should set an example &amp; grow the MRA to pay interns.",269
"270","AOC","Pay your interns!

It’ll improve your operation and make it more diverse and just. You won’t be relying on privilege to subsidize staffing and your interns can do better work that they’re proud of when they aren’t exhausted working 2-3 jobs to subsidize one.

We pay ours $15/hr. https://t.co/96M4XaY0GY",270
"271","AOC","I don’t care what Cruz said at CPAC, but I do care that it appears Texas was just a layover stop for him between Cancun and Orlando to drop a pack of water into someone’s trunk and abandon his constituents again as they get slammed with $16,000 electrical bills.",271
"272","AOC","Looking forward to it! https://t.co/ZftEmcFj2d",272
"273","AOC","Lindsey Boylan and Charlotte Bennett’s detailed accounts of sexual harassment by Gov. Cuomo are extremely serious and painful to read.

There must be an independent investigation - not one led by an individual selected by the Governor, but by the office of the Attorney General.",273
"274","AOC","Preserving the filibuster is not worth letting millions of people in this country go hungry, sleep in their cars, or struggle to afford baby formula.",274
"275","AOC","Watch @MondaireJones make us all so proud ⬇️ https://t.co/M1lEmzFxTo",275
"276","AOC","Please ask yourself: when was the last time you saw next-generation, world class technology for education, healthcare, housing, etc consistently prioritized for underserved communities like this?",276
"277","AOC","Shout out to everyone who fought against community advocates who demanded these resources go to investments like school counseling instead.

Now robotic surveillance ground drones are being deployed for testing on low-income communities of color with under-resourced schools 👍🏽 https://t.co/ZqKtnexctb",277
"278","AOC","We’re gonna pass the #EqualityAct today, protect our LGBTQ+ family and make the world a little bit better. 🏳️‍🌈🏳️‍⚧️

Nothing is going to stop that.",278
"279","AOC","You could just vote “no” instead of trying to get out of work early.

And you should probably stop using those hashtags because women’s rights include trans women. ✌🏽🏳️‍⚧️💜 https://t.co/iJzA5BrLZF",279
"280","AOC","Yup ⤵️ https://t.co/kXRx3jW0pH",280
"281","AOC","@RachelBitecofer People have been writing about the deeply concerning issues with the structure of DHS for a long time.

This is from 3 years before I was even elected.

It’s not “fringe” to ask why FEMA &amp; ICE are in the same Dept operation. Or question ICE’s operations https://t.co/386k6a0yJ7",281
"282","AOC","@RachelBitecofer Maybe I’m not trying to calculate my stances in service of a positional career aspiration, but rather use my seat to advocate for what I believe is right.

Challenging DHS is not an “extreme, fringe” view. DHS is rel. new &amp; its Patriot Act powers have long been controversial.",282
"283","AOC","@AyannaPressley @RashidaTlaib @IlhanMN @CoriBush @MondaireJones @JamaalBowmanNY @JahanaHayesCT @JimmyGomezCA @katieporteroc Welcome to the family Owen! 💜",283
"284","AOC","1 short term shift is requiring influx facilities w/ children to be licensed.

Another issue is whether these services should be contracted out the way they are

And whether facilities w/ controversial records (ex. Homestead) should even be reopened https://t.co/OWhlST42eF",284
"285","AOC","@YensidLeanna46 An immediate improvement would be to require influx facilities w/ children to be licensed.

Another issue is whether these services should be contracted out the way they currently are to begin with

And whether facilities w/ controversial records (eg Homestead) should be reopened",285
"286","AOC","Sometimes I see people respond to our current immigration policy with “Well, what else can we do?”

There’s a lot we can do.

To start, @RepJayapal has led on the Roadmap to Freedom, a framework for urgently needed changes to US immigration policy:
https://t.co/6oxk2MARhF",286
"287","AOC","It’s only 2 mos into this admin &amp; our fraught, unjust immigration system will not transform in that time.

That’s why bold reimagination is so impt.

DHS shouldn’t exist, agencies should be reorganized, ICE gotta go, ban for-profit detention, create climate refugee status &amp; more.",287
"288","AOC","Our immigration system is built on a carceral framework. It’s no accident that challenging how we approach both these issues are considered “controversial” stances.

They require reimagining our relationship to each other and challenging common assumptions we take for granted.",288
"289","AOC","This is not okay, never has been okay, never will be okay - no matter the administration or party. https://t.co/AEV7s7QQnB",289
"290","AOC","When members of Congress fight to set the minimum wage below a living wage, they are playing a role in creating and preserving poverty in the United States.

The $15/hr proposal with multi-year phase in is already a deep compromise.

$10 an hour is legislated poverty. https://t.co/uMlzZJt8yb",290
"291","AOC","(For the record, I pay all my interns $15/hr &amp; my lowest paid staff is in the mid-$50s, but that comes w/choosing to have a smaller team. Many will not/cannot make that choice given the demands, but the scarcity is unnecessary- Congress shld choose to expand the MRA &amp; pay staff)",291
"292","AOC","There are of course many other structural factors (including Congress itself), but low pay shuts the door for so many talented people right out of the gate that they can’t accept the opportunity.

Some wages are so low they essentially require generational wealth to subsidize.",292
"293","AOC","This is because Congress doesn’t pay enough to retain working class talent.

Conservatives use cutting Congress’ budget to score points, but this cuts staff wages so low that many can’t afford to work here or need a 2nd job.

Policy improves &amp; the nation benefits when we invest. https://t.co/kcSCc5AGgl",293
"294","AOC","There are remarkable public servants throughout the state of Texas - just look at Houston!

Thank you @RepSylviaGarcia, @JacksonLeeTX18, &amp; @RepAlGreen for your tireless leadership and warm welcome.

And thanks to the @HoustonFoodBank for their commitment to serving *all* people. https://t.co/vbD1lR2M3l",294
"295","AOC","@BostonTweet @hiddenboston No! Please don’t be so - Eastern Standard was such an incredible place and home to so many wonderful memories. 💔",295
